id,video_id,start,end,class_id,verb,noun,annotation
6350,tlRikG7FOdw,120,130,113,hammer,bottle,0
6351,hox01YvTfjk,0,10,113,hammer,bottle,0
6352,udq-UBblnQk,80,90,111,wash,keyboard,1
6353,zvj0xbiwyXc,10,20,123,spray,laptop,3
6354,L5ak_v_76iI,60,70,123,spray,laptop,1
6355,wvwYkN13lzI,100,110,122,spray,keyboard,0
6356,zvj0xbiwyXc,30,40,123,spray,laptop,3
6357,NK-9nzi5puc,80,90,119,weigh,book,1
6358,z3za3lJUqH0,150,160,114,microwave,bottle,1
6359,wFThFUAs7Ds,110,120,118,spray,book,3
6360,q0RVz-CKeYM,120,130,117,cut,keyboard,3
6361,8PMUjcgVMeo,10,20,124,weigh,bottle,3
6362,tlRikG7FOdw,70,80,113,hammer,bottle,3
6363,ja2Ye_c2ENI,160,170,116,spray,phone,3
6364,xsQZlxTSuDI,30,40,116,spray,phone,1
6365,ltA_zYDZQaE,140,150,111,wash,keyboard,0
6366,z3za3lJUqH0,110,120,114,microwave,bottle,1
6367,8snTYfdj15A,170,180,117,cut,keyboard,3
6368,E5K6e2OMhT4,0,10,110,cut,book,0
6369,wFThFUAs7Ds,60,70,118,spray,book,3
6370,Ee51k6pFb_I,30,40,116,spray,phone,3
6371,OJVbpJ9AYUo,40,50,110,cut,book,1
6372,FeYIvA-OyDA,20,30,112,microwave,book,0
6373,pKpHQjOPAAI,40,50,117,cut,keyboard,1
6374,xsQZlxTSuDI,10,20,116,spray,phone,1
6375,wFThFUAs7Ds,150,160,118,spray,book,3
6376,ISyJdCWHwqA,50,60,122,spray,keyboard,1
6377,Jj_77C1MsnY,100,110,117,cut,keyboard,3
6378,6MKFUvrOiiM,20,30,115,weigh,shoes,1
6379,xsQZlxTSuDI,130,140,116,spray,phone,3
6380,uik3e5looPI,0,10,112,microwave,book,0
6381,NK-9nzi5puc,70,80,119,weigh,book,3
6382,uXIBdOQGKM4,10,20,121,hammer,keyboard,1
6383,tlRikG7FOdw,230,240,113,hammer,bottle,3
6384,Zdm20dZmVk8,70,80,120,weigh,phone,0
6385,udq-UBblnQk,70,80,111,wash,keyboard,1
6386,5pPpF8EquSo,40,50,115,weigh,shoes,1
6387,L5ak_v_76iI,80,90,123,spray,laptop,1
6388,E5K6e2OMhT4,100,110,110,cut,book,3
6389,1lWe6kbI7AA,170,180,114,microwave,bottle,0
6390,Ee51k6pFb_I,100,110,116,spray,phone,1
6391,5pPpF8EquSo,10,20,115,weigh,shoes,1
6392,ISyJdCWHwqA,20,30,122,spray,keyboard,3
6393,8Rg26nfzBx4,10,20,112,microwave,book,1
6394,OJVbpJ9AYUo,20,30,110,cut,book,1
6395,EjQZL_t6igk,10,20,120,weigh,phone,1
6396,BPIXjMEiQdo,30,40,125,measure,phone,1
6397,q0RVz-CKeYM,60,70,117,cut,keyboard,3
6398,8snTYfdj15A,70,80,117,cut,keyboard,1
6399,wvwYkN13lzI,160,170,122,spray,keyboard,1
6400,q_md4opkfYk,70,80,114,microwave,bottle,1
6401,hox01YvTfjk,20,30,113,hammer,bottle,1
6402,CIpKwl7ETHY,20,30,120,weigh,phone,3
6403,q0RVz-CKeYM,140,150,117,cut,keyboard,3
6404,eXlZ3zsRDWY,40,50,120,weigh,phone,1
6405,zvj0xbiwyXc,0,10,123,spray,laptop,3
6406,YGLkLjfN1XM,0,10,113,hammer,bottle,1
6407,eXlZ3zsRDWY,0,10,120,weigh,phone,0
6408,5pPpF8EquSo,0,10,115,weigh,shoes,1
6409,l6NT1cfcnMc,10,20,113,hammer,bottle,0
6410,3-jhOG9uO2s,80,90,123,spray,laptop,1
6411,xsQZlxTSuDI,140,150,116,spray,phone,3
6412,l6NT1cfcnMc,60,70,113,hammer,bottle,1
6413,impf0H6yvRU,20,30,116,spray,phone,0
6414,hox01YvTfjk,30,40,113,hammer,bottle,1
6415,q_md4opkfYk,110,120,114,microwave,bottle,1
6416,aiRZUkjZZxI,30,40,114,microwave,bottle,1
6417,tlRikG7FOdw,190,200,113,hammer,bottle,0
6418,q0RVz-CKeYM,30,40,117,cut,keyboard,3
6419,Zdm20dZmVk8,50,60,120,weigh,phone,3
6420,ISyJdCWHwqA,70,80,122,spray,keyboard,1
6421,gxSUKt_TBj4,30,40,119,weigh,book,0
6422,L5ak_v_76iI,100,110,123,spray,laptop,1
6423,xsQZlxTSuDI,20,30,116,spray,phone,1
6424,lkEglG1lGck,10,20,115,weigh,shoes,3
6425,Jj_77C1MsnY,50,60,117,cut,keyboard,3
6426,EjQZL_t6igk,20,30,120,weigh,phone,1
6427,aiRZUkjZZxI,50,60,114,microwave,bottle,1
6428,q0RVz-CKeYM,90,100,117,cut,keyboard,3
6429,NK-9nzi5puc,20,30,119,weigh,book,3
6430,BPIXjMEiQdo,20,30,125,measure,phone,1
6431,Bdvk_yeHTnc,0,10,122,spray,keyboard,3
6432,FeYIvA-OyDA,90,100,112,microwave,book,3
6433,ja2Ye_c2ENI,120,130,116,spray,phone,1
6434,impf0H6yvRU,80,90,116,spray,phone,3
6435,gxSUKt_TBj4,40,50,119,weigh,book,4
6436,3-jhOG9uO2s,20,30,123,spray,laptop,1
6437,impf0H6yvRU,70,80,116,spray,phone,0
6438,E5K6e2OMhT4,70,80,110,cut,book,1
6439,ltA_zYDZQaE,250,260,111,wash,keyboard,1
6440,ltA_zYDZQaE,270,280,111,wash,keyboard,1
6441,1lWe6kbI7AA,210,220,114,microwave,bottle,0
6442,6MKFUvrOiiM,40,50,115,weigh,shoes,1
6443,5pPpF8EquSo,240,250,115,weigh,shoes,3
6444,aiRZUkjZZxI,100,110,114,microwave,bottle,1
6445,tlRikG7FOdw,20,30,113,hammer,bottle,3
6446,N6DKQ5jV8c0,0,10,124,weigh,bottle,3
6447,xsQZlxTSuDI,160,170,116,spray,phone,3
6448,zvj0xbiwyXc,20,30,123,spray,laptop,3
6449,CIpKwl7ETHY,70,80,120,weigh,phone,1
6450,8snTYfdj15A,10,20,117,cut,keyboard,1
6451,Zdm20dZmVk8,130,140,120,weigh,phone,0
6452,q0RVz-CKeYM,100,110,117,cut,keyboard,1
6453,3-jhOG9uO2s,70,80,123,spray,laptop,1
6454,vbxl_z9yVzA,80,90,121,hammer,keyboard,3
6455,uik3e5looPI,60,70,112,microwave,book,0
6456,ltA_zYDZQaE,120,130,111,wash,keyboard,3
6457,1lWe6kbI7AA,90,100,114,microwave,bottle,4
6458,Jj_77C1MsnY,0,10,117,cut,keyboard,3
6459,tlRikG7FOdw,140,150,113,hammer,bottle,1
6460,Ee51k6pFb_I,120,130,116,spray,phone,1
6461,e_q9AtSaMBM,80,90,116,spray,phone,3
6462,KvmqASD57vE,10,20,114,microwave,bottle,3
6463,NK-9nzi5puc,50,60,119,weigh,book,1
6464,5pPpF8EquSo,20,30,115,weigh,shoes,1
6465,5pPpF8EquSo,300,310,115,weigh,shoes,3
6466,e_q9AtSaMBM,110,120,116,spray,phone,1
6467,KAwWTFMvOCo,10,20,115,weigh,shoes,1
6468,impf0H6yvRU,40,50,116,spray,phone,3
6469,aiRZUkjZZxI,90,100,114,microwave,bottle,1
6470,5pPpF8EquSo,110,120,115,weigh,shoes,3
6471,ltA_zYDZQaE,150,160,111,wash,keyboard,0
6472,CIpKwl7ETHY,40,50,120,weigh,phone,1
6473,wvwYkN13lzI,30,40,122,spray,keyboard,0
6474,hox01YvTfjk,40,50,113,hammer,bottle,0
6475,Q0EbOKX3zrg,0,10,119,weigh,book,3
6476,z3za3lJUqH0,80,90,114,microwave,bottle,1
6477,q_md4opkfYk,50,60,114,microwave,bottle,1
6478,W9Po019MOro,10,20,121,hammer,keyboard,1
6479,A7XLsXPfv90,100,110,113,hammer,bottle,1
6480,5pPpF8EquSo,100,110,115,weigh,shoes,1
6481,tlRikG7FOdw,50,60,113,hammer,bottle,3
6482,Zdm20dZmVk8,0,10,120,weigh,phone,0
6483,5pPpF8EquSo,310,320,115,weigh,shoes,3
6484,Jj_77C1MsnY,80,90,117,cut,keyboard,1
6485,wvwYkN13lzI,120,130,122,spray,keyboard,3
6486,A7XLsXPfv90,0,10,113,hammer,bottle,3
6487,Ee51k6pFb_I,130,140,116,spray,phone,1
6488,ltA_zYDZQaE,240,250,111,wash,keyboard,1
6489,l6NT1cfcnMc,90,100,113,hammer,bottle,0
6490,zvj0xbiwyXc,50,60,123,spray,laptop,3
6491,l6NT1cfcnMc,100,110,113,hammer,bottle,0
6492,impf0H6yvRU,30,40,116,spray,phone,3
6493,uik3e5looPI,90,100,112,microwave,book,4
6494,Zdm20dZmVk8,100,110,120,weigh,phone,0
6495,ltA_zYDZQaE,260,270,111,wash,keyboard,1
6496,gxSUKt_TBj4,60,70,119,weigh,book,4
6497,wvwYkN13lzI,50,60,122,spray,keyboard,0
6498,q0RVz-CKeYM,70,80,117,cut,keyboard,3
6499,1lWe6kbI7AA,100,110,114,microwave,bottle,4
6500,FeYIvA-OyDA,30,40,112,microwave,book,0
6501,5pPpF8EquSo,350,360,115,weigh,shoes,2
6502,wFThFUAs7Ds,30,40,118,spray,book,3
6503,uik3e5looPI,70,80,112,microwave,book,1
6504,ja2Ye_c2ENI,100,110,116,spray,phone,1
6505,5uOnsYr18_s,10,20,117,cut,keyboard,3
6506,L5ak_v_76iI,70,80,123,spray,laptop,1
6507,ja2Ye_c2ENI,70,80,116,spray,phone,3
6508,3-jhOG9uO2s,30,40,123,spray,laptop,1
6509,q0RVz-CKeYM,80,90,117,cut,keyboard,3
6510,8snTYfdj15A,90,100,117,cut,keyboard,3
6511,tCzQedU9gU0,20,30,121,hammer,keyboard,1
6512,8PMUjcgVMeo,80,90,124,weigh,bottle,1
6513,8PMUjcgVMeo,70,80,124,weigh,bottle,1
6514,q_md4opkfYk,100,110,114,microwave,bottle,1
6515,uElB_qT0Azw,0,10,121,hammer,keyboard,3
6516,A7XLsXPfv90,60,70,113,hammer,bottle,1
6517,zvj0xbiwyXc,70,80,123,spray,laptop,1
6518,1lWe6kbI7AA,50,60,114,microwave,bottle,0
6519,pKpHQjOPAAI,0,10,117,cut,keyboard,3
6520,lkEglG1lGck,0,10,115,weigh,shoes,3
6521,8Rg26nfzBx4,30,40,112,microwave,book,4
6522,e_q9AtSaMBM,150,160,116,spray,phone,0
6523,GeoqyhG77JU,20,30,117,cut,keyboard,0
6524,5pPpF8EquSo,250,260,115,weigh,shoes,2
6525,wFThFUAs7Ds,120,130,118,spray,book,3
6526,8snTYfdj15A,150,160,117,cut,keyboard,1
6527,e_q9AtSaMBM,140,150,116,spray,phone,3
6528,e_q9AtSaMBM,70,80,116,spray,phone,3
6529,Zdm20dZmVk8,40,50,120,weigh,phone,0
6530,vbxl_z9yVzA,20,30,121,hammer,keyboard,3
6531,z3za3lJUqH0,0,10,114,microwave,bottle,3
6532,Ee51k6pFb_I,90,100,116,spray,phone,0
6533,8PMUjcgVMeo,30,40,124,weigh,bottle,3
6534,NK-9nzi5puc,100,110,119,weigh,book,3
6535,ltA_zYDZQaE,180,190,111,wash,keyboard,3
6536,Ee51k6pFb_I,70,80,116,spray,phone,0
6537,tCzQedU9gU0,30,40,121,hammer,keyboard,1
6538,GXycRW1IGQk,30,40,123,spray,laptop,3
6539,6MKFUvrOiiM,50,60,115,weigh,shoes,1
6540,3-jhOG9uO2s,0,10,123,spray,laptop,3
6541,5pPpF8EquSo,190,200,115,weigh,shoes,2
6542,l6NT1cfcnMc,30,40,113,hammer,bottle,0
6543,q_md4opkfYk,90,100,114,microwave,bottle,1
6544,ISyJdCWHwqA,60,70,122,spray,keyboard,1
6545,vbxl_z9yVzA,10,20,121,hammer,keyboard,3
6546,1lWe6kbI7AA,10,20,114,microwave,bottle,0
6547,aiRZUkjZZxI,0,10,114,microwave,bottle,1
6548,1lWe6kbI7AA,200,210,114,microwave,bottle,3
6549,8Rg26nfzBx4,0,10,112,microwave,book,3
6550,8PMUjcgVMeo,0,10,124,weigh,bottle,3
6551,A9DxjxnYdjI,20,30,126,peel,watermelon,1
6552,6nhulRpkw0g,10,20,127,hammer,watermelon,1
6553,_8iaFsQb_yI,50,60,128,measure,watermelon,3
6554,3M1mlnoEIFg,120,130,127,hammer,watermelon,2
6555,R8-GFapkLmc,0,10,77,wash,chair,3
6556,zF6TkNwn3ls,220,230,127,hammer,watermelon,0
6557,YQGKPAfz0xs,50,60,129,drill,phone,3
6558,TILXKPIH3bY,160,170,130,weigh,watermelon,3
6559,TWzUh53H_VU,170,180,131,hammer,car,1
6560,_rGQFhz7vOo,80,90,132,cut,car,3
6561,z_9Hm_b5vpI,100,110,133,wash,watermelon,1
6562,FLp60ujWb8o,80,90,134,drill,tomato,1
6563,7f4uMO57jIQ,140,150,135,fry,phone,1
6564,NcWiHONWZoE,60,70,136,drill,book,1
6565,7f4uMO57jIQ,60,70,135,fry,phone,3
6566,o23rBAIpRuM,0,10,137,drill,eggs,1
6567,_8iaFsQb_yI,80,90,128,measure,watermelon,3
6568,z0QOKC5-rWk,220,230,127,hammer,watermelon,1
6569,AYDn6H5Vjgo,50,60,138,microwave,watermelon,4
6570,7l4EQ3-XSgo,10,20,139,hammer,banana,3
6571,3gd9UBtoY4I,70,80,126,peel,watermelon,3
6572,7f4uMO57jIQ,130,140,135,fry,phone,3
6573,nHFE2vZCtYA,10,20,135,fry,phone,3
6574,TILXKPIH3bY,130,140,130,weigh,watermelon,3
6575,YQGKPAfz0xs,10,20,129,drill,phone,2
6576,nHFE2vZCtYA,40,50,135,fry,phone,0
6577,kk4BMUuiBHE,180,190,77,wash,chair,1
6578,_8iaFsQb_yI,70,80,128,measure,watermelon,0
6579,R8-GFapkLmc,30,40,77,wash,chair,2
6580,WeBaFIRfY18,80,90,135,fry,phone,4
6581,blhs5-XnYgM,100,110,131,hammer,car,3
6582,brXqMFcH6kY,100,110,132,cut,car,1
6583,Lb-pd4DTJVo,90,100,139,hammer,banana,1
6584,6nhulRpkw0g,50,60,127,hammer,watermelon,4
6585,xyBwm2xE67o,40,50,129,drill,phone,1
6586,yCIbOwSU8Gw,10,20,140,drill,watermelon,1
6587,zF6TkNwn3ls,120,130,127,hammer,watermelon,4
6588,R8-GFapkLmc,20,30,77,wash,chair,3
6589,BL7it7H_Mq4,20,30,135,fry,phone,3
6590,_8iaFsQb_yI,190,200,128,measure,watermelon,3
6591,_8iaFsQb_yI,230,240,128,measure,watermelon,3
6592,KXJuEomKvkI,90,100,141,spray,eggs,0
6593,TIvzl78S6Qg,20,30,142,wash,bicycle,3
6594,vruWpGb5248,170,180,143,drill,bottle,1
6595,3gd9UBtoY4I,50,60,126,peel,watermelon,3
6596,7f4uMO57jIQ,200,210,135,fry,phone,3
6597,kQqfuqfpIWk,0,10,140,drill,watermelon,2
6598,D2-ho3iFTLo,20,30,131,hammer,car,4
6599,z0QOKC5-rWk,40,50,127,hammer,watermelon,4
6600,z_9Hm_b5vpI,80,90,133,wash,watermelon,3
6601,NkokBKdZpZs,30,40,127,hammer,watermelon,4
6602,oapIHrbHJHM,140,150,136,drill,book,1
6603,CMKpQjqS_5Y,30,40,138,microwave,watermelon,3
6604,WeBaFIRfY18,90,100,135,fry,phone,4
6605,y4jSb7_rhQc,120,130,136,drill,book,3
6606,R8-GFapkLmc,100,110,77,wash,chair,1
6607,6nhulRpkw0g,60,70,127,hammer,watermelon,4
6608,oapIHrbHJHM,80,90,136,drill,book,3
6609,aI09x5dzexU,120,130,77,wash,chair,3
6610,kxO0-EpYy9c,30,40,77,wash,chair,3
6611,zF6TkNwn3ls,130,140,127,hammer,watermelon,4
6612,_rGQFhz7vOo,60,70,132,cut,car,1
6613,82Ygn5nG74w,110,120,143,drill,bottle,1
6614,QL08etb7uBY,10,20,141,spray,eggs,3
6615,oapIHrbHJHM,70,80,136,drill,book,3
6616,xhHiYjJDiF4,160,170,129,drill,phone,3
6617,z_9Hm_b5vpI,20,30,133,wash,watermelon,1
6618,bBSEgb9z2Ts,170,180,129,drill,phone,1
6619,CMKpQjqS_5Y,110,120,138,microwave,watermelon,1
6620,o23rBAIpRuM,40,50,137,drill,eggs,1
6621,bmtwM4YSltw,80,90,136,drill,book,3
6622,BL7it7H_Mq4,110,120,135,fry,phone,3
6623,GIHs1scECDo,80,90,144,fry,tomato,0
6624,CMKpQjqS_5Y,50,60,138,microwave,watermelon,3
6625,kt1aLgYel0I,80,90,129,drill,phone,3
6626,82Ygn5nG74w,60,70,143,drill,bottle,3
6627,4U2iyzNQqSc,80,90,138,microwave,watermelon,3
6628,kxO0-EpYy9c,40,50,77,wash,chair,3
6629,qkymT_ffax0,70,80,126,peel,watermelon,3
6630,sHeDzuNgjNw,50,60,131,hammer,car,2
6631,kt1aLgYel0I,10,20,129,drill,phone,3
6632,TWzUh53H_VU,150,160,131,hammer,car,1
6633,7f4uMO57jIQ,80,90,135,fry,phone,1
6634,-vkE1XhZ95g,0,10,130,weigh,watermelon,1
6635,GIHs1scECDo,120,130,144,fry,tomato,3
6636,bBSEgb9z2Ts,60,70,129,drill,phone,1
6637,brXqMFcH6kY,40,50,132,cut,car,4
6638,z0QOKC5-rWk,200,210,127,hammer,watermelon,1
6639,iJLipCkXX7U,90,100,142,wash,bicycle,1
6640,3M1mlnoEIFg,60,70,127,hammer,watermelon,1
6641,GIHs1scECDo,270,280,144,fry,tomato,1
6642,R8-GFapkLmc,90,100,77,wash,chair,1
6643,6nhulRpkw0g,0,10,127,hammer,watermelon,1
6644,w4KofNvJC5Q,170,180,128,measure,watermelon,3
6645,CMKpQjqS_5Y,10,20,138,microwave,watermelon,3
6646,VKN2P18dlN0,80,90,130,weigh,watermelon,1
6647,s4M5ls6svw8,40,50,145,drill,rock,1
6648,kQqfuqfpIWk,20,30,140,drill,watermelon,3
6649,b64zEyIOiM8,100,110,138,microwave,watermelon,1
6650,82Ygn5nG74w,150,160,143,drill,bottle,1
6651,xyBwm2xE67o,70,80,129,drill,phone,1
6652,kt1aLgYel0I,170,180,129,drill,phone,1
6653,sHeDzuNgjNw,80,90,131,hammer,car,1
6654,m9EvrFWwegI,120,130,145,drill,rock,1
6655,y4jSb7_rhQc,150,160,136,drill,book,1
6656,kxO0-EpYy9c,20,30,77,wash,chair,3
6657,t_X3TlMbe-A,80,90,131,hammer,car,1
6658,bmtwM4YSltw,40,50,136,drill,book,1
6659,XUqcxxUZVCk,90,100,140,drill,watermelon,1
6660,QL08etb7uBY,20,30,141,spray,eggs,1
6661,qkymT_ffax0,80,90,126,peel,watermelon,3
6662,oinoBGn347s,50,60,137,drill,eggs,1
6663,GIHs1scECDo,220,230,144,fry,tomato,0
6664,kQqfuqfpIWk,40,50,140,drill,watermelon,3
6665,VKN2P18dlN0,20,30,130,weigh,watermelon,1
6666,NgoHvIcrkSk,0,10,133,wash,watermelon,1
6667,GIHs1scECDo,210,220,144,fry,tomato,4
6668,bBSEgb9z2Ts,80,90,129,drill,phone,1
6669,azm2we_K7kg,20,30,139,hammer,banana,1
6670,KrUgfA7fgvM,10,20,133,wash,watermelon,1
6671,bNXchpFtwaM,80,90,77,wash,chair,1
6672,3gd9UBtoY4I,20,30,126,peel,watermelon,3
6673,JFKFpIZ-Wfw,60,70,137,drill,eggs,3
6674,7f4uMO57jIQ,0,10,135,fry,phone,3
6675,TILXKPIH3bY,140,150,130,weigh,watermelon,3
6676,7f4uMO57jIQ,120,130,135,fry,phone,3
6677,ZleGVMgM-H0,70,80,143,drill,bottle,2
6678,6U522hz8UqI,40,50,130,weigh,watermelon,0
6679,kk4BMUuiBHE,0,10,77,wash,chair,3
6680,xhHiYjJDiF4,190,200,129,drill,phone,3
6681,ROd_UaeavXY,10,20,136,drill,book,3
6682,CMKpQjqS_5Y,120,130,138,microwave,watermelon,1
6683,Lb-pd4DTJVo,50,60,139,hammer,banana,3
6684,y4jSb7_rhQc,140,150,136,drill,book,4
6685,Lb-pd4DTJVo,20,30,139,hammer,banana,3
6686,bBSEgb9z2Ts,250,260,129,drill,phone,3
6687,GBFWLMb9ANw,60,70,132,cut,car,1
6688,bBSEgb9z2Ts,190,200,129,drill,phone,3
6689,nbRv6k1iA88,0,10,139,hammer,banana,4
6690,AYDn6H5Vjgo,0,10,138,microwave,watermelon,4
6691,0ynfaaNaRxA,10,20,132,cut,car,3
6692,sHeDzuNgjNw,30,40,131,hammer,car,3
6693,kk4BMUuiBHE,170,180,77,wash,chair,1
6694,nA1WZkzbGl4,0,10,136,drill,book,3
6695,82Ygn5nG74w,160,170,143,drill,bottle,1
6696,PTwkwQzZbuU,30,40,135,fry,phone,0
6697,b64zEyIOiM8,0,10,138,microwave,watermelon,3
6698,GIHs1scECDo,130,140,144,fry,tomato,3
6699,iJLipCkXX7U,30,40,142,wash,bicycle,1
6700,3gd9UBtoY4I,40,50,126,peel,watermelon,3
6701,_8iaFsQb_yI,220,230,128,measure,watermelon,0
6702,CMKpQjqS_5Y,0,10,138,microwave,watermelon,3
6703,6k1SDmAKuNI,80,90,126,peel,watermelon,3
6704,mS7o4J03CvU,0,10,146,drill,laptop,1
6705,4U2iyzNQqSc,0,10,138,microwave,watermelon,1
6706,YQGKPAfz0xs,20,30,129,drill,phone,2
6707,m9EvrFWwegI,130,140,145,drill,rock,1
6708,82Ygn5nG74w,30,40,143,drill,bottle,3
6709,bBSEgb9z2Ts,30,40,129,drill,phone,3
6710,KrUgfA7fgvM,50,60,133,wash,watermelon,1
6711,TILXKPIH3bY,10,20,130,weigh,watermelon,3
6712,bmtwM4YSltw,60,70,136,drill,book,1
6713,dxo3AURxpBE,20,30,145,drill,rock,2
6714,XbiRi_X8XXI,20,30,133,wash,watermelon,1
6715,b64zEyIOiM8,20,30,138,microwave,watermelon,1
6716,rKnnSPUPdso,60,70,147,drill,pumpkin,1
6717,6eBI3UT0RnI,10,20,128,measure,watermelon,1
6718,kk4BMUuiBHE,120,130,77,wash,chair,1
6719,bBSEgb9z2Ts,20,30,129,drill,phone,2
6720,ROd_UaeavXY,100,110,136,drill,book,3
6721,ROd_UaeavXY,20,30,136,drill,book,3
6722,kk4BMUuiBHE,160,170,77,wash,chair,1
6723,yOPaYamoXWc,20,30,146,drill,laptop,1
6724,GIHs1scECDo,330,340,144,fry,tomato,3
6725,xyBwm2xE67o,80,90,129,drill,phone,1
6726,_8iaFsQb_yI,90,100,128,measure,watermelon,3
6727,PTwkwQzZbuU,70,80,135,fry,phone,1
6728,blhs5-XnYgM,80,90,131,hammer,car,2
6729,_8iaFsQb_yI,200,210,128,measure,watermelon,3
6730,xhHiYjJDiF4,90,100,129,drill,phone,1
6731,b64zEyIOiM8,40,50,138,microwave,watermelon,4
6732,GIHs1scECDo,180,190,144,fry,tomato,3
6733,_8iaFsQb_yI,20,30,128,measure,watermelon,3
6734,BL7it7H_Mq4,80,90,135,fry,phone,1
6735,Lb-pd4DTJVo,70,80,139,hammer,banana,1
6736,t_X3TlMbe-A,30,40,131,hammer,car,1
6737,bBSEgb9z2Ts,160,170,129,drill,phone,1
6738,TILXKPIH3bY,40,50,130,weigh,watermelon,3
6739,LvQ-DXhxeYY,140,150,127,hammer,watermelon,1
6740,m9EvrFWwegI,160,170,145,drill,rock,3
6741,7f4uMO57jIQ,230,240,135,fry,phone,3
6742,VKN2P18dlN0,50,60,130,weigh,watermelon,1
6743,_rGQFhz7vOo,30,40,132,cut,car,3
6744,iJLipCkXX7U,10,20,142,wash,bicycle,1
6745,oapIHrbHJHM,120,130,136,drill,book,1
6746,NkokBKdZpZs,50,60,127,hammer,watermelon,4
6747,_8iaFsQb_yI,140,150,128,measure,watermelon,1
6748,oapIHrbHJHM,40,50,136,drill,book,1
6749,xhHiYjJDiF4,60,70,129,drill,phone,4
6750,bBSEgb9z2Ts,110,120,129,drill,phone,1
6751,w4KofNvJC5Q,110,120,128,measure,watermelon,3
6752,xyBwm2xE67o,100,110,129,drill,phone,1
6753,ROd_UaeavXY,90,100,136,drill,book,3
6754,kt1aLgYel0I,100,110,129,drill,phone,0
6755,D2-ho3iFTLo,30,40,131,hammer,car,4
6756,m9EvrFWwegI,70,80,145,drill,rock,2
6757,_8iaFsQb_yI,40,50,128,measure,watermelon,0
6758,AYDn6H5Vjgo,100,110,138,microwave,watermelon,0
6759,TWzUh53H_VU,30,40,131,hammer,car,0
6760,Fvw4ZwbswEw,90,100,148,hammer,flower,0
6761,7l4EQ3-XSgo,70,80,139,hammer,banana,0
6762,Fvw4ZwbswEw,10,20,148,hammer,flower,3
6763,AYDn6H5Vjgo,140,150,138,microwave,watermelon,1
6764,LvQ-DXhxeYY,0,10,127,hammer,watermelon,4
6765,7l4EQ3-XSgo,40,50,139,hammer,banana,1
6766,JFKFpIZ-Wfw,80,90,137,drill,eggs,1
6767,TWzUh53H_VU,70,80,131,hammer,car,3
6768,D2-ho3iFTLo,40,50,131,hammer,car,4
6769,LvQ-DXhxeYY,130,140,127,hammer,watermelon,1
6770,A9DxjxnYdjI,0,10,126,peel,watermelon,3
6771,iJLipCkXX7U,60,70,142,wash,bicycle,1
6772,brXqMFcH6kY,50,60,132,cut,car,4
6773,vruWpGb5248,130,140,143,drill,bottle,1
6774,xhHiYjJDiF4,110,120,129,drill,phone,1
6775,z_9Hm_b5vpI,110,120,133,wash,watermelon,0
6776,JFKFpIZ-Wfw,100,110,137,drill,eggs,0
6777,xhHiYjJDiF4,50,60,129,drill,phone,0
6778,TWzUh53H_VU,140,150,131,hammer,car,1
6779,xyBwm2xE67o,110,120,129,drill,phone,3
6780,aI09x5dzexU,100,110,77,wash,chair,3
6781,t_X3TlMbe-A,100,110,131,hammer,car,0
6782,vruWpGb5248,10,20,143,drill,bottle,4
6783,KrUgfA7fgvM,80,90,133,wash,watermelon,1
6784,TWzUh53H_VU,90,100,131,hammer,car,4
6785,kQqfuqfpIWk,80,90,140,drill,watermelon,3
6786,82Ygn5nG74w,230,240,143,drill,bottle,1
6787,3gd9UBtoY4I,100,110,126,peel,watermelon,3
6788,0ynfaaNaRxA,50,60,132,cut,car,1
6789,6nhulRpkw0g,30,40,127,hammer,watermelon,1
6790,bNXchpFtwaM,90,100,77,wash,chair,1
6791,ba9N6eHDpHo,20,30,130,weigh,watermelon,1
6792,0ynfaaNaRxA,30,40,132,cut,car,3
6793,6k1SDmAKuNI,30,40,126,peel,watermelon,3
6794,m9EvrFWwegI,50,60,145,drill,rock,3
6795,bBSEgb9z2Ts,230,240,129,drill,phone,1
6796,kxO0-EpYy9c,100,110,77,wash,chair,3
6797,3gd9UBtoY4I,110,120,126,peel,watermelon,3
6798,aI09x5dzexU,90,100,77,wash,chair,3
6799,kQqfuqfpIWk,50,60,140,drill,watermelon,3
6800,GBFWLMb9ANw,140,150,132,cut,car,1
6801,Lb-pd4DTJVo,30,40,139,hammer,banana,3
6802,Lb-pd4DTJVo,80,90,139,hammer,banana,1
6803,t_X3TlMbe-A,10,20,131,hammer,car,1
6804,6k1SDmAKuNI,40,50,126,peel,watermelon,3
6805,TWzUh53H_VU,20,30,131,hammer,car,3
6806,VKN2P18dlN0,30,40,130,weigh,watermelon,1
6807,kxO0-EpYy9c,120,130,77,wash,chair,3
6808,TW5TH9Utcyw,20,30,137,drill,eggs,1
6809,bNXchpFtwaM,100,110,77,wash,chair,1
6810,BL7it7H_Mq4,0,10,135,fry,phone,3
6811,ZleGVMgM-H0,140,150,143,drill,bottle,1
6812,XbiRi_X8XXI,50,60,133,wash,watermelon,1
6813,NkokBKdZpZs,130,140,127,hammer,watermelon,1
6814,GBFWLMb9ANw,170,180,132,cut,car,1
6815,o23rBAIpRuM,20,30,137,drill,eggs,1
6816,7l4EQ3-XSgo,0,10,139,hammer,banana,2
6817,0ynfaaNaRxA,60,70,132,cut,car,1
6818,3gd9UBtoY4I,60,70,126,peel,watermelon,3
6819,kk4BMUuiBHE,50,60,77,wash,chair,1
